xC1,yC1,xC2,yC2,xD1,yD1,xD2,yD2,xD3,yD3,xD4,yD4,LConv,LDiff,energyEfficiency,totalLength
0.1191020135630218,1.1312965834193296,0.7597921891096996,0.7033483360049724,0.16017214231051907,0.018619135212685246,0.3793601261266844,1.1412631595235532,0.719419784802477,0.8555355168059701,0.7675056153932583,0.1378822581748978,0.016397267628929357,0.10291225470816733,-0.07766434062333333,0.11930952233709669
0.48729662469461765,0.15351366987109016,0.9377425886964748,0.19988170575075276,0.07752124295524321,1.2379867555992192,0.5039417733779615,0.4679061872231852,0.7205978153751211,0.23793905374189034,0.9456458477188765,0.4037806028528381,0.014710179383438111,0.09848108953724215,-0.07999562942333333,0.11319126892068027
0.001985674544562355,1.0509672853530443,0.707139976673563,0.6223967623825918,0.027428609889661622,0.12700021973604997,0.35287030400528546,0.4832215090375347,0.6177998459714424,1.1612843167980884,0.856825809073088,0.1306352949085698,0.012126793447733509,0.10096344485419356,-0.07937421958,0.11309023830192706
0.3896995788491415,1.0508787623785834,0.703489604946598,0.6255743562458044,0.025207790039156252,0.1285242754757104,0.45505127829584585,0.4832215090375347,0.7586338249331863,1.3243171025652882,0.8323150248592919,0.13106747139492936,0.016309635480979405,0.09070566375795569,-0.08189785588000001,0.1070152992389351
0.11094348291159933,1.0639372930331985,0.7676626715002158,0.0683574573910608,0.004075615347926805,0.09154986253274122,0.28215162790794635,0.34218206337936474,0.6114730863011411,0.28735943778177264,0.8043486078965758,0.3544574613511171,0.016307954630159882,0.10814342751909878,-0.09870910101666668,0.12445138214925866
0.39213093716737424,1.0634315097279143,0.7010822148175613,0.5731922838461667,0.029332202111074124,0.30868181029396846,0.3622458041058961,0.48599273459677034,0.6394420302769519,0.9280995699043009,0.8733931666838578,1.0285509772244095,0.018652075098669587,0.08590789589606344,-0.07754648835666667,0.10455997099473303
0.1191020135630218,1.1312965834193296,0.7597921891096996,0.7033483360049724,0.1747653421829556,0.018619135212685246,0.4524651776838837,1.1291651554826525,0.7193407626204289,0.8555355168059701,0.7675056153932583,0.1378822581748978,0.016397267628929357,0.10291225470816733,-0.07743999511333333,0.11930952233709669
0.1191020135630218,1.1312965834193296,0.6656812391428172,0.7033483360049724,0.3817778492063907,0.018619135212685246,0.4524651776838837,0.5248754888920621,0.626169834214697,0.8801286677448981,0.7675056153932583,1.580230689196887,0.016397267628929357,0.10386367058557222,-0.07754508090333333,0.12026093821450158
0.011195487465475398,1.063970712321318,0.7828272479952947,0.6245463552127234,0.18519972114998676,1.1703991617535021,0.43225734049724635,1.0948983578650529,0.7045735892768721,0.8612064621368365,0.7519647990435593,1.3574951332224807,0.016307954630159882,0.09358704103511459,-0.07999274704666667,0.10989499566527446
0.11094348291159933,0.7535752758434673,0.8229929221382905,0.6165140767337444,0.004075615347926805,0.08817522877492856,0.28215162790794635,0.32429136041106954,0.6114730863011411,0.28735943778177264,0.8168574783209669,0.3544574613511171,0.016307954630159882,0.10814342751909878,-0.09557972578333333,0.12445138214925866
0.53351081532826,1.2308093412200112,0.6656812391428172,0.7033483360049724,0.3817778492063907,0.018619135212685246,0.45615104947627616,0.5248754888920621,0.626169834214697,1.277396940709414,0.7644894763339052,1.564416932260327,0.016397267628929357,0.10386367058557222,-0.07603203019666667,0.12026093821450158
0.1191020135630218,1.1312965834193296,0.7597921891096996,0.7033483360049724,0.1747653421829556,0.01587604384413066,0.451158430719254,0.3430457154770781,0.7193407626204289,0.8555355168059701,0.7676003106999761,0.1378822581748978,0.016307954630159882,0.10636815282314455,-0.08653999506666667,0.12267610745330443
0.10115990335698469,1.014135019469788,0.69655261288175,0.5536163506717149,0.02699252684222215,0.30868181029396846,0.4544578724146743,0.06337992358775846,0.5250373358698914,0.9280995699043009,0.81658126158247,0.16278446986220393,0.010958812897761024,0.11665919687965323,-0.08611380691666666,0.12761800977741425
0.00019539902339174055,0.9928965306602711,0.31131928718589863,0.5642073259575507,0.07920870602022446,0.3469226331268855,0.4544578724146743,0.47474762473668064,0.5232287668695718,0.26522621847677263,0.8318586712296577,0.13106747139492936,0.0143669429384885,0.09891768264789849,-0.08205827710333334,0.11328462558638701
0.1191020135630218,1.1828296330963997,0.7597921891096996,0.7033483360049724,0.17339803686843203,0.01604710088673497,0.451158430719254,1.1291651554826525,0.7193407626204289,0.8555355168059701,0.7692470088682728,0.1378822581748978,0.016307954630159882,0.10636815282314455,-0.08233089739,0.12267610745330443
0.40381491194582453,0.12388914996161655,0.6318380916377629,0.02147938446472142,0.07383012322895341,1.3018025378102256,0.2779747075030353,0.3788050784964818,0.6103957989756442,0.0666806326871211,0.7224081148293807,0.22689832092350254,0.015006654840625903,0.11992851924680517,-0.08959954551,0.13493517408743108
0.12361358917751863,1.0453351368077692,0.7597002358367468,0.028734050924216603,0.06671871316120843,0.014732095661822712,0.26908446275277464,1.1226022323508549,0.6168838990693024,0.8560482845837422,0.8434543158637707,0.1805789249533351,0.01202225639694715,0.10636815282314455,-0.08504157625999999,0.1183904092200917
0.1191020135630218,1.1312965834193296,0.7597921891096996,0.7033483360049724,0.1747653421829556,0.01587604384413066,0.451158430719254,1.1291651554826525,0.7193407626204289,0.8555355168059701,0.7675056153932583,0.1378822581748978,0.016307954630159882,0.10636815282314455,-0.08062138987666667,0.12267610745330443
0.40381491194582453,0.12388914996161655,0.6318380916377629,0.02147938446472142,0.07192345521386011,1.3018025378102256,0.2779747075030353,0.3784065629271358,0.6103957989756442,0.0666806326871211,0.7224081148293807,0.2281648401950739,0.015006654840625903,0.11992851924680517,-0.08952043271,0.13493517408743108
0.1527021092450132,1.0330178503260128,0.7597921891096996,0.7033483360049724,0.1747653421829556,0.01587604384413066,0.27111809619203414,1.1291651554826525,0.7193407626204289,0.8555355168059701,0.7675056153932583,0.1378822581748978,0.016307954630159882,0.10636815282314455,-0.07990044258,0.12267610745330443
0.06183666275140034,1.0508787623785834,0.7271889541107884,0.5536163506717149,0.0031936633888032338,0.08607580317714524,0.2593521575199916,0.2714697788154188,0.5999717501642617,0.26522621847677263,0.8191361891644982,0.13106747139492936,0.01628516154974687,0.09846711745769715,-0.08702632014,0.11475227900744402
0.11094348291159933,1.062858365291814,0.7676626715002158,0.6246357225291632,0.004075615347926805,0.08817522877492856,0.28215162790794635,0.34218206337936474,0.6114730863011411,0.28735943778177264,0.8168574783209669,0.3544574613511171,0.016307954630159882,0.10814342751909878,-0.09655435038333333,0.12445138214925866
0.032026086907368606,0.99074711985071,0.34995220422305606,0.6515544075821595,0.026926579421485342,0.1277304873471558,0.45437132741818614,0.47474762473668064,0.4881648592397976,0.26522621847677263,0.7718715837522254,0.13106747139492936,0.01643681717541474,0.09550567155175763,-0.08335210755666667,0.11194248872717237
0.4466876769744096,1.0508787623785834,0.7271889541107884,0.5536163506717149,0.0031936633888032338,0.1285242754757104,0.35975997860866343,0.2714697788154188,0.5999717501642617,0.6375731526799364,0.8191361891644982,0.13106747139492936,0.01628516154974687,0.09846711745769715,-0.08259019517333334,0.11475227900744402
0.18798989645514042,1.046115637957179,0.7171502297437646,0.6321602293386679,0.17399231401583604,1.2046617973417093,0.43225734049724635,1.0823441277590868,0.7045735892768721,0.8612064621368365,0.7335678532185697,1.3574951332224807,0.016307954630159882,0.09358704103511459,-0.07963458372333333,0.10989499566527446
0.38899706553474545,0.9996351483306158,0.6422498966315422,0.5843882047871565,0.02758501343763939,0.06396926841132,0.35038306450375567,0.4832215090375347,0.7560576424699058,0.41636892092589295,0.8206843281151933,0.13106747139492936,0.016271251232795086,0.09846711745769715,-0.07943404797999999,0.11473836869049224
0.45246053268890435,0.2051260676666332,0.6326190139278314,0.6390932565051586,0.07853955249780765,0.003001025530690149,0.41391703420539505,1.2925978580506399,0.7045735892768721,0.8555355168059701,0.8125656215372831,1.075523453311701,0.014830947505033096,0.15564635888036354,-0.08401257464666667,0.17047730638539668
0.002015981132793153,1.063424516739246,0.3587906163571365,0.6301143797081509,0.07920870602022446,0.1277304873471558,0.4726678007503414,0.5457562647341412,0.5232287668695718,0.26522621847677263,0.8652772758424035,0.14878446894572794,0.0143669429384885,0.14199565195951008,-0.09541380535333333,0.15636259489799859
0.001985674544562355,1.063424516739246,0.35379387944787355,0.5546306802240036,0.07920870602022446,0.1277304873471558,0.4544578724146743,0.47474762473668064,0.5232287668695718,0.26522621847677263,0.8170481351622978,0.13106747139492936,0.0143669429384885,0.14199565195951008,-0.09510673957666665,0.15636259489799859
0.001985674544562355,1.0634315097279143,0.35379387944787355,0.5546306802240036,0.07920870602022446,0.1277304873471558,0.4544578724146743,0.47474762473668064,0.5232287668695718,0.26522621847677263,0.8170481351622978,0.13106747139492936,0.0143669429384885,0.14199565195951008,-0.09510671403333333,0.15636259489799859
0.0993198982495416,1.062858365291814,0.7676626715002158,0.6251986810271603,0.00492607581085279,0.08817522877492856,0.2558348873492958,0.34218206337936474,0.7445014965984029,0.28735943778177264,0.8168574783209669,0.9455611611285273,0.016307954630159882,0.1736762909732374,-0.09840415731,0.18998424560339724
0.0993198982495416,1.062858365291814,0.7676626715002158,0.6281154674086079,0.00492607581085279,0.08817522877492856,0.2562394886629372,0.2818354230005783,0.7445014965984029,0.28735943778177264,0.8168574783209669,0.9455611611285273,0.016392939132181962,0.1736762909732374,-0.09993806996,0.19006923010541935
0.4447821694718616,2.1178082254103003e-05,0.7593571797863597,0.6127572807657545,0.004075615347926805,0.08817522877492856,0.2897460114801358,0.09925947913127359,0.610976444524743,0.613374726761404,0.8496239482505924,1.6218687154971758,0.016282035941836803,0.18256057115454008,-0.09641785229666666,0.19884260709637688
0.4446241394268172,1.0461803971456647,0.7593571797863597,0.6245463552127234,0.004075615347926805,0.08817522877492856,0.2897460114801358,0.3412650916423778,0.5930880846560883,0.5898452185563445,0.7391794961448599,0.14613471084685414,0.016286747262002615,0.14421463840319226,-0.09084345637333334,0.16050138566519487
0.2023539136767754,1.1368714115866732,0.7593571797863597,0.6370287728469478,0.005323471697092588,0.0904199166108039,0.2677621510426012,0.24901661474438902,0.6110642181542559,0.5652191286664547,0.715545400878625,0.28063514885187246,0.015934463373741624,0.23220424774754783,-0.11351520128333333,0.24813871112128946
0.4447821694718616,2.1178082254103003e-05,0.7593571797863597,0.6127572807657545,0.004075615347926805,0.08817522877492856,0.22616791714359863,0.09925947913127359,0.610976444524743,0.613374726761404,0.8496239482505924,1.6218687154971758,0.016282035941836803,0.18256057115454008,-0.09772299707333333,0.19884260709637688
0.03434282361622394,0.9210562068616542,0.34995220422305606,0.22717387472403117,0.026790475587031952,0.10216146900021991,0.43632045901624905,0.21931485089979103,0.4675760168730625,0.2570158659203428,0.8202483611343305,0.13084052996850665,0.016250717425996826,0.18477294005002634,-0.09417041952333334,0.20102365747602316
0.20158013428136917,1.1368714115866732,0.7593571797863597,0.6370287728469478,0.005323471697092588,0.08817522877492856,0.2677621510426012,0.24901661474438902,0.6110642181542559,0.5652191286664547,0.715545400878625,0.28063514885187246,0.015934463373741624,0.23220424774754783,-0.11379833577333333,0.24813871112128946
0.19264797682930873,1.0474152104618306,0.7593571797863597,0.6370287728469478,0.004995778702812459,0.0904199166108039,0.2677621510426012,0.24901661474438902,0.6110642181542559,0.5652191286664547,0.715545400878625,0.28063514885187246,0.015934463373741624,0.23220424774754783,-0.11372623266,0.24813871112128946
