xC1,yC1,xC2,yC2,xD1,yD1,xD2,yD2,xD3,yD3,xD4,yD4,LConv,LDiff,energyEfficiency,totalLength
0.12929463225455445,0.698460104505402,0.5881781108093742,0.3774793279699836,0.5377184997162131,1.856221839902095,0.6481809380657577,0.7575847192643288,0.7509419650143042,1.0204321658546547,0.9912153558724389,0.8507398929597441,0.32893974101264123,0.20337141240371104,0.14356614398,0.5323111534163523
0.04779566377070848,1.4434146997565198,0.582831406080782,0.7077208539283691,0.023816629463314906,0.23254445776169874,0.4582393152062407,0.7370461296634083,0.7202615591875966,1.94336005638145,0.949960280705838,0.31860301219005,0.29620436101043157,0.434986207061935,0.19874515125000003,0.7311905680723666
0.39513383793748724,1.0125787508880806,0.6657568711621087,1.158321861722471,0.09228380902072254,1.518422105922714,0.25841795037432663,1.2132888420795025,0.6551094136221467,1.6136185595447565,0.9150774525789506,1.3795342631099754,0.46131633735296873,0.13121516166375244,0.16926983205666668,0.5925314990167212
0.14128596307906108,1.1904431234370416,0.7611265475165282,1.857167533193225,0.14205440513846831,0.5410346168706778,0.23873132300149857,0.11854420364825868,0.3199279619249764,0.8294157816406262,0.3526510654713834,1.8200590738157152,0.4304269324701155,0.34765683432102434,0.16838613917666667,0.7780837667911399
0.23234602144865896,1.8578165464992848,0.5542972831937,0.4936475867282455,0.49865548545053184,0.9094123787621191,0.5256240610582789,0.2175636010349172,0.6044243543175248,0.16861625659495438,0.6868425459877621,0.7832417785022345,0.3415883502052019,0.18916522844660985,0.21298412508666667,0.5307535786518117
0.8740696966134982,0.5532855231004283,0.975666207701669,0.21564063785780538,0.20867454660309562,0.8628494647151936,0.3707429459506685,0.5500000334060353,0.7926668047385875,1.51019565172878,0.9771526361926927,1.1054032806991105,0.4696561997390646,0.25914603423645666,0.16433128141666667,0.7288022339755212
0.7199884175833295,1.794591090264289,0.9453899546850693,0.6220913999938196,0.14382216955306934,0.16267047807280244,0.16235288432391282,0.4007320387439855,0.36128061350556073,1.770191983816093,0.4755717205725155,0.7746589047191436,0.07013137712049532,0.1458776101823825,0.14176894052233333,0.2160089873028778
0.2519187711542401,0.6334013514272967,0.29969789386127593,0.30186162660782634,0.38376204171963973,0.5655744327604192,0.45807524581262105,0.7814108833786695,0.6529869377929316,1.0772951182420714,0.9714135801926905,1.0434442765841674,0.12489741177649304,0.5191750379629182,0.042298218879999995,0.6440724497394112
0.395505742275393,1.7717377012044202,0.8253489714356467,0.0587585171768864,0.5481240755225116,1.2798748169237137,0.6487724719509301,0.970261478990635,0.8501308573737534,1.6933130959663747,0.9704025261388116,0.8843587310573285,0.08429621823683868,0.4658305440500287,0.11433982713333334,0.5501267622868674
0.06618546803364139,0.859981336681089,0.49593295337806503,1.1236032655384809,0.10299255913466923,1.61668411999985,0.4695245082306638,1.7460796234388967,0.5055234558232045,0.3072259473828102,0.8976026786346712,1.4444840206082412,0.062068693539941905,0.6429465635252514,0.11670320059833332,0.7050152570651932
